DNS	﻿A.D.N.
Briefmarken	philatélique
Briefmarken-	philatélique
philatelistisch	philatélique
Briefmarken-	philatéliste
Briefmarkensammler	philatéliste
Briefmarkensammler	philatéliste
Briefmarkensammlerin	philatéliste
Markensammler	philatéliste
Markensammlerin	philatéliste
Philatelist	philatéliste
Philatelistin	philatéliste
philharmonisch	philharmonique
philippinisch	philippin
Filipino	philippin
Philippiner	philippin
Filipina	philippine
Philippinerin	philippine
Kampfrede	philippique
Philippika	philippique
Philister	philistin
Spießbürger	philistin
Philosophie	philo
Philodendron	philodendron
Philologie	philologie
Germanistik	philologie germanique
Romanistik	philologie romane
philologisch	philologique
Philologe	philologue
Philologin	philologue
gelassen	philosophe
gleichmütig	philosophe
philosophisch gelassen	philosophe
Denker	philosophe
Denkerin	philosophe
Philosoph	philosophe
philosophisch gelassen	philosophe
philosophieren	philosopher
Einstellung	philosophie
Gelassenheit	philosophie
Gleichmut	philosophie
Lebenseinstellung	philosophie
Lebensphilosophie	philosophie
Oberprima des sprachlichen Zweiges	philosophie
Philosophie	philosophie
Philosophieunterricht	philosophie
philosophische Gelassenheit	philosophie
philosophischer Gleichmut	philosophie
Einstellung	philosophie de la vie
Weltanschauung	philosophie de la vie
philosophisch	philosophique
gelassen	philosophiquement
gleichmütig	philosophiquement
philosophisch	philosophiquement
Liebestrank	philtre
Zaubertrank	philtre
Phlegmone	phlegmon
Flammenblume	phlox
Phlox	phlox
Venenentzündung	phlébite
Abneigung	phobie
Abscheu	phobie
Aversion	phobie
Phobie	phobie
krankhafte Angst	phobie
an Phobie leidend	phobique
an krankhafter Angst	phobique
phobisch	phobique
auf Marseille bezüglich	phocéen
phokäisch	phocéen
Phokäer	phocéen
Stockschwämmchen	pholiote changeante
stimm- und lautbildend	phonateur
Phonation	phonation
Stimm- und Lautbildung	phonation
Phon	phone
Sprachtherapie	phoniatrie
Sprechtherapie	phoniatrie
Geräusch	phonique
Geräusch-	phonique
Laut	phonique
Lärm	phonique
Lärm-	phonique
phonisch	phonique
Grammophon	phonographe
Phonologie	phonologie
Schallmeßgerät	phonomètre
Schallmessung	phonométrie
Diskothek	phonothèque
Geräuscharchiv	phonothèque
Phonothek	phonothèque
Schallarchiv	phonothèque
Tonarchiv	phonothèque
Tonbandarchiv	phonothèque
Phonem	phonème
Phonetiker	phonéticien
Phonetikerin	phonéticienne
Laut	phonétique
Lautschrift	phonétique
phonetisch	phonétique
Lautlehre	phonétique
Phonetik	phonétique
Robbe	phoque
Robbenfell	phoque
Seal	phoque
Seehund	phoque
Seehund-	phoque
Seehundfell	phoque
Seehunds-	phoque
Seehundsfell	phoque
Phosphatdüngung	phosphatage
Phosphat	phosphate
mit Phosphat düngen	phosphater
mit Phosphatdünger düngen	phosphater
phosphathaltig	phosphaté
Phosphor	phosphore
arbeiten	phosphorer
daß einem der Kopf raucht	phosphorer
Nachleuchten	phosphorescence
Phosphoreszenz	phosphorescence
phosphoreszierend	phosphorescent
phosphorhaltig	phosphoré
Aufnahme	photo
Bild	photo
Foto	photo
Fotografie	photo
Lichtbild	photo
Photo	photo
Paßbild	photo d'identité
Paßphoto	photo d'identité
Paßbild	photo de passeport
Farbabzug	photo en couleurs
Farbaufnahme	photo en couleurs
Farbbild	photo en couleurs
Farbfotografie	photo en couleurs
Farbphotographie	photo en couleurs
Schnappschuß	photo instantané
Funkbild	photo transmise par radio
Fotofinish	photo-finish
Zielfoto	photo-finish
Zielfotografie	photo-finish
lichtelektrisch	photo-électrique
photoelektrisch	photo-électrique
Blaupause	photocalque bleu
Photochemie	photochimie
Lichtsetzmaschine	photocomposeuse
Filmsatz	photocomposition
Fotosatz	photocomposition
Lichtsatz	photocomposition
Ablichtung	photocopie
Fotokopie	photocopie
Photokopie	photocopie
Xerokopie	photocopie
abfotografieren	photocopier
ablichten	photocopier
fotokopieren	photocopier
Fotokopierer	photocopieur
Fotokopiergerät	photocopieur
Ablichtgerät	photocopieuse
Fotokopierer	photocopieuse
Fotokopiergerät	photocopieuse
Bildreporter	photographe
Fotograf	photographe
Fotografin	photographe
Photograph	photographe
Photographin	photographe
Berufsfotograf	photographe professionnel
Foto	photographie
Fotografie	photographie
Photographie	photographie
Unterwasseraufnähme	photographie en plongée
Unterwasseraufnähme	photographie sous-marine
Unterwasserfotografie	photographie sous-marine
Unterwasseraufnähme	photographie subaquatique
Unterwasserfotografie	photographie subaquatique
Fotos machen	photographier
Fotos machen von	photographier
abfotografieren	photographier
ablichten	photographier
aufnehmen	photographier
fotografieren	photographier
knipsen	photographier
photographieren	photographier
blitzen	photographier au flash
Bildmaterial	photographies
Foto	photographique
Foto-	photographique
fotografisch	photographique
photographisch	photographique
photomechanische Druckformherstellung	photogravure
fotogen	photogénique
Photomaton	photomaton
Fotomontage	photomontage
Belichtungsmesser	photomètre
photomechanisch	photomécanique
Lichtmessung	photométrie
Photometrie	photométrie
Lichtquant	photon
Photon	photon
Strahlungsquant	photon
Solarbatterie	photopile
Solarzelle	photopile
Sonnenbatterie	photopile
Sonnenzelle	photopile
Sperrschichtfotozelle	photopile
Funkbild	photoradiogramme
Bildmaterial	photos
lichtempfindlich	photosensible
Photosynthese	photosynthèse
Bildarchiv	photothèque
Bildstelle	photothèque
Fotothek	photothèque
Bildfunkgerät	phototélégraphe
Bildfunk	phototélégraphie
Bildtelegrafie	phototélégraphie
Floskel	phrase
Phrase	phrase
Satz	phrase
Wortfügung	phrase
satzweise	phrase par phrase
phrasieren	phraser
Phrasen	phrases
leere Redensarten	phrases
Phrasendrescher	phraseur
Wortemacher	phraseur
Wortheld	phraseur
Phrasendrescherin	phraseuse
Phrasierung	phrasé
Ausdrucksweise	phraséologie
Formulierung	phraséologie
Phrasen	phraséologie
Phrasendrescherei	phraséologie
Phraseologie	phraséologie
Wortemacherei	phraséologie
verbaler Ausdruck	phraséologie
phrygisch	phrygien
Lungenschwindsucht	phtisie
Schwindsucht	phtisie
Lungenarzt	phtisiologue
Tbc-krank	phtisique
schwindsüchtig	phtisique
Schwindsüchtige	phtisique
Schwindsüchtiger	phtisique
Gebetsriemen	phylactère
Spruchband	phylactère
Reblaus	phylloxéra
durch die Reblaus verursachte Krankheit der Weinrebe	phylloxéra
Stamm	phylum
Physiker	physicien
Physikerin	physicienne
physikochemisch	physico-chimique
Lehre von den Lebensvorgängen	physiologie
Physiologie	physiologie
physiologisch	physiologique
physisch	physiologique
Physiologe	physiologiste
Physiologin	physiologiste
Charakter	physionomie
Gepräge	physionomie
Gesicht	physionomie
Gesichtsausdruck	physionomie
Gesichtzüge	physionomie
Physiognomie	physionomie
Physiotherapie	physiothérapie
physikalische Therapie	physiothérapie
Leibes	physique
körperlich	physique
physikalisch	physique
physisch	physique
Körper	physique
Körperbeschaffenheit	physique
Physik	physique
Physis	physique
körperliche Beschaffenheit	physique
körperliche Verfassung	physique
Äußere	physique
Äußeres	physique
äußere Erscheinung	physique
Experimentalphysik	physique expérimentale
körperlich	physiquement
physisch	physiquement
was das Äußere anbelangt	physiquement
Lehre von den Pflanzenkrankheiten Phytopathologie	phytopathologie
Phytoplankton	phytoplancton
pflanzliches Plankton	phytoplancton
Pflanzenheilkunde	phytothérapie
Phytotherapie	phytothérapie
Phönixpalme	phœnix
phönikisch	phénicien
phönizisch	phénicien
Phöniker	phénicien
Phönizier	phénicien
Phönix	phénix
Barbiturat	phénobarbital
Karbol	phénol
Karbolsäure	phénol
Phenol	phénol
Erscheinung	phénomène
Exzentriker	phénomène
Exzentrikerin	phénomène
Kauz	phénomène
Original	phénomène
Phänomen	phénomène
Senkrechtstarter	phénomène
Sonderling	phénomène
Type	phénomène
Unikum	phénomène
komischer Kauz	phénomène
Einzelerscheinung	phénomène unique
außergewöhnlich	phénoménal
einmalig	phénoménal
erstaunlich	phénoménal
phänomenal	phénoménal
unergewöhnlich	phénoménal
ungeheuer	phénoménal
wunderbar	phénoménal
Phänomenologie	phénoménologie
Phenolharz	phénoplaste
Phenoplast	phénoplaste
Pi	pi
Spatz	piaf
Sperling	piaf
Scharren	piaffement
Stampfen	piaffement
ungeduldiges Scharren	piaffement
scharren	piaffer
tänzeln	piaffer
ungeduldig mit den Vorderhufen scharren	piaffer
ungeduldig mit den Vorderhufen stampfen	piaffer
vor Ungeduld platzen	piaffer d'impatience
Gekreisch	piaillement
Gekreische	piaillement
Gepiepe	piaillement
Gepiepse	piaillement
Geplärr	piaillement
Geplärre	piaillement
Geschrei	piaillement
Schreien	piailler
andauernd kreischen	piailler
andauernd schreien	piailler
kreischen	piailler
piepen	piailler
piepsen	piailler
schreien	piailler
Frambösie	pian
pianissimo	pianissimo
sehr leise	pianissimo
Klavierspieler	pianiste
Klavierspielerin	pianiste
Pianist	pianiste
Pianistin	pianiste
leise	piano
piano	piano
Drahtkommode	piano
Klavier	piano
Piano	piano
Stutzflügel	piano demi-queue
Schifferklavier	piano à bretelles
Flügel	piano à queue
klimpern	pianoter
Peso	piastre
Piaster	piastre
Bude	piaule
Stube	piaule
Gepiepe	piaulement
Gepiepse	piaulement
Geplärr	piaulement
Geplärre	piaulement
Quäken	piaulement
piepen	piauler
piepsen	piauler
plärren	piauler
quarren	piauler
quäken	piauler
Bergspitze	pic
Picke	pic
Pickel	pic
Pik	pic
Specht	pic
Spitze	pic
Spitzhacke	pic
Spitzhaue	pic
Grünspecht	pic-vert
Cicero	pica
Picador	picador
Pikador	picador
pikardisch	picard
Pikarde	picard
Pikardin	picarde
Abenteuer-	picaresque
Schelmen	picaresque
Schelmen-	picaresque
pikaresk	picaresque
Pikkoloflöte	piccolo
Wein	piccolo
Kanne	pichet
Krug	pichet
Pick-up	pick-up
Plattenspieler	pick-up
Tonabnehmer	pick-up
Tonabnehmersystem	pick-up
Tonarm	pick-up
Mixed Pickles	pickles
Mixpickles	pickles
Essiggemüse	pickles à la moutarde
Taschendieb	pickpocket
Trinker sein	picoler
ein Trinker sein	picoler
gern picheln	picoler
picheln	picoler
saufen	picoler
trinken	picoler
zechen	picoler
Schnapsdrossel	picoleur
Säufer	picoleur
Trunkenbold	picoleur
Schnapsdrossel	picoleuse
Säuferin	picoleuse
mit langen Zähnen essen	picorer
ohne Appetit	picorer
picken	picorer
Picot	picot
Spitzhammer	picot
Zäckchen	picot
Zähnchen	picot
spitzer Hammer	picot
Kribbeln	picotement
Prickeln	picotement
anpicken	picoter
aufpicken	picoter
beißen	picoter
kribbeln	picoter
picken	picoter
prickeln	picoter
stechen	picoter
Haferration	picotin
Krätzer	picrate
Pikrat	picrate
schlechter Rotwein	picrate
Bildzeichen	pictogramme
Piktogramm	pictogramme
Bilderschrift	pictographie
Mal-	pictural
Mal…	pictural
malerisch	pictural
Pidgin-Englisch	pidgin
gescheckt	pie
scheckig	pie
schwarzbunt	pie
Elster	pie
Würger	pie-grièche
innere Hirnhaut	pie-mère
Basis	pied
Bein	pied
Einzelpflanze	pied
Fuß	pied
Fußende	pied
Fußpunkt	pied
Pflanze	pied
Schaft	pied
Silbe	pied
Sohle	pied
Stativ	pied
Stiel	pied
Stock	pied
Teil dicht über dem Boden	pied
Versfuß	pied
einzelne Pflanze	pied
Klumpfuß	pied bot
Klumpfuß	pied bot
Stuhlbein	pied de chaise
Schweinshachse	pied de cochon
Schweinshaxe	pied de cochon
Sattelnase	pied de marmite
Spitzbein	pied de porc
Tischbein	pied de table
Weinstock	pied de vigne
Spreizfuß	pied métatarsus
Senkfuß	pied plat
Spreizfuß	pied plat étalé
Spreizfuß	pied valgus
Schieblehre	pied à coulisse
Schublehre	pied à coulisse
Senkfuß	pied à voûte affaissée
Senkfuß	pied à voûte plantaire affaissée
Rittersporn	pied-d'alouette
Fuß	pied-de-biche
Geißfuß	pied-de-biche
Nähfuß	pied-de-biche
Stoffdrücker	pied-de-biche
Brecheisen	pied-de-chèvre
Hahnentritt	pied-de-poule
Hahnentrittmuster	pied-de-poule
Pepita	pied-de-poule
Pfeiler	pied-droit
Stützpfeiler	pied-droit
Widerlager	pied-droit
Fußpfund	pied-livre
der Algerienfranzosen	pied-noir
von Algerienfranzosen	pied-noir
Algerienfranzose	pied-noir
Algerienfranzösin	pied-noir
Bleibe	pied-à-terre
Zweitwohnung	pied-à-terre
barfuß	pieds nus
barfüßig	pieds nus
Schotter	pierraille
grober Kies	pierraille
Feldstein	pierre
Felsen	pierre
Gestein	pierre
Stein	pierre
Steinquader	pierre appareillée
Steinquader	pierre carrée
Gedenkstein	pierre commémorative
Stolperstein	pierre d'achoppement
Steinquader	pierre d'appareil
Baustein	pierre de construction
Fassadenstein	pierre de façade
Vormauerstein	pierre de parement
Steinquader	pierre de taille
Werkstein	pierre de taille
Stein	pierre philosophale
Stein der Weisen	pierre philosophale
Bimsstein	pierre ponce
Edelstein	pierre précieuse
Stein	pierre précieuse
Denkstein	pierre tombale
Denkstein	pierre tumulaire
Schleifstein	pierre à aiguiser
Wetzstein	pierre à aiguiser
Feuerstein	pierre à briquet
Stein	pierre à bâtir
Feuerstein	pierre à feu
Schleifstein	pierre à repasser
Edelsteine	pierreries
Juwelen	pierreries
geschliffene Edelsteine	pierreries
Gemäuer	pierres
Schotter	pierres concassées
steinartig	pierreux
steinig	pierreux
Spatz	pierrot
Sperling	pierrot
Pieta	pietà
Vesperbild	pietà
Falle	pieu
Klappe	pieu
Pfahl	pieu
Pflock	pieu
Pfosten	pieu
Zaunpfahl	pieu
Zaunplanke	pieu
liebevoll	pieusement
pietätvoll	pieusement
Krake	pieuvre
fromm	pieux
gottesfürchtig	pieux
liebevoll	pieux
pietätvoll-	pieux
Gesichtserker	pif
Riechkolben	pif
Zinken	pif
Arbeitsnorm	pige
Arbeitspensum	pige
Arbeitssoll	pige
Jahr	pige
Norm	pige
Pensum	pige
Soll	pige
Taube	pigeon
Tontaube	pigeon d'argile
Tontaube	pigeon de ball-trap
Tauber	pigeon mâle
Tauberich	pigeon mâle
Täuberich	pigeon mâle
Brieftaube	pigeon voyageur
Täubin	pigeonne
Täubchen	pigeonneau
junge Taube	pigeonneau
Dachwohnung	pigeonnier
Mansardenwohnung	pigeonnier
Schlag	pigeonnier
Taubenhaus	pigeonnier
Taubenschlag	pigeonnier
begreifen	piger
checken	piger
durchsteigen	piger
erfassen	piger
fressen	piger
kapieren	piger
mitkriegen	piger
verstehen	piger
Akkordsetzer	pigiste
Akkordsetzerin	pigiste
Journalist	pigiste
Journalistin	pigiste
der nach Zeilen Seiten bezahlt wird	pigiste
die nach Zeilen Seiten bezahlt wird	pigiste
Übersetzer	pigiste
Übersetzerin	pigiste
Pigment	pigment
Pigmentfarbstoff	pigment
Pigmentation	pigmentation
Pigmentierung	pigmentation
pigmentiert	pigmenté
mit langen Zähnen essen	pignocher
ohne Appetit essen	pignocher
Getriebezahnrad	pignon
Giebel	pignon
Pignole Piniole	pignon
Pignolie Piniole	pignon
Pinienkern	pignon
Ritzel	pignon
Zahnrad	pignon
Flegel	pignouf
Lümmel	pignouf
Zerkleinern	pilage
Zerstampfen	pilage
Zerstoßen	pilage
Pilaster	pilastre
Wandpfeiler	pilastre
Pilchard	pilchard
Sardine	pilchard
Batterie	pile
Brückenpfeiler	pile
Bündel	pile
Dresche	pile
Haufen	pile
Masse	pile
Pack	pile
Packen	pile
Packung	pile
Paket	pile
Schlappe	pile
Senge	pile
Stampfer	pile
Stapel	pile
Stoß	pile
Tracht Prügel	pile
Steinstapel	pile de briques
Tablettstapel	pile de plateaux
Brückenpfeiler	pile de pont
Solarzelle	pile solaire
Sonnenzelle	pile solaire
mit einem Schlag anhalten	piler
plötzlich	piler
stoßen	piler
verdreschen	piler
zerkleinern	piler
zerstampfen	piler
zerstoßen	piler
Stampfer	pileur
Haar…	pileux
Pfeiler	pilier
Stammgast	pilier
Stürmer der ersten Reihe	pilier
Stütze	pilier
Säule	pilier
Marmorsäule	pilier de marbre
Stützpfeiler	pilier de soutien
Plünderung	pillage
Verheerung	pillage
Verwüstung	pillage
plündernd	pillard
Plünderer	pillard
abschreiben	piller
ausplündern	piller
plagiieren	piller
plündern	piller
Plünderer	pilleur
Strandräuber	pilleur d'épaves
Strandgutsammler	pilleur de plage
Strandräuber	pilleur de plage
Holzbein	pilon
Pistill	pilon
Stampfer	pilon
Stelzbein	pilon
Stößel	pilon
Stößer	pilon
Unterschenkel	pilon
Beschießung	pilonnage
Trommelfeuer	pilonnage
pausenloses Bombardement	pilonnage
beschießen	pilonner
pausenlos bombardieren	pilonner
unter Trommelfeuer nehmen	pilonner
unter pausenloses Feuer nehmen	pilonner
zerkleinern	pilonner
zerstampfen	pilonner
zerstoßen	pilonner
Pranger	pilori
Schandpfahl	pilori
Behaarung	pilosité
Pfahl	pilot
Führung	pilotage
Lotsen	pilotage
Lotsendienst	pilotage
Steuerung	pilotage
Autopilot	pilotage automatique
Segelfliegen	pilotage des planeurs
Segelflugsport	pilotage des planeurs
Versuchs-	pilote
Autorennfahrer	pilote
Autorennfahrerin	pilote
Fahrer	pilote
Flieger	pilote
Fliegerin	pilote
Flugzeugführer	pilote
Führer	pilote
Lotse	pilote
Modell	pilote
Muster	pilote
Pilot	pilote
Rennfahrer	pilote
Versuchs	pilote
Sportflieger	pilote amateur
Flugregler	pilote automatique
Testflieger	pilote d'essai
Testpilot	pilote d'essai
Versuchsflieger	pilote d'essai
Autorennfahrer	pilote de courses
Autorennfahrerin	pilote de courses
Segelflieger	pilote de planeur
fahren	piloter
fliegen	piloter
führen	piloter
lenken	piloter
lotsen	piloter
schleusen	piloter
steuern	piloter
Grund nehmen	pilotis
Pfahl	pilotis
Pfahlrost	pilotis
Pfahlwerk	pilotis
Rammpfahl	pilotis
Baumwollflanell	pilou
Flanellimitation	pilou
einseitig gerauhtes	pilou
weiches Baumwollgewebe	pilou
Pille	pilule
Schlappe	pilule
eingebildete Person	pimbêche
eingebildete Pute	pimbêche
hochnäsige Person	pimbêche
Cayennepfeffer	piment
Paprika	piment
Schotenpfeffer	piment
Würze	piment
Paprikaschote	piment doux
Würze verleihen	pimenter
kräftig würzen	pimenter
scharf würzen	pimenter
stark würzen	pimenter
würzen	pimenter
